nodes,g1h3,g1f3,b1c3,b1a3,h2h3,g2g3,f2f3,e2e3,d2d3,c2c3,b2b3,a2a3,h2h4,g2g4,f2f4,e2e4,d2d4,c2c4,b2b4,a2a4
27681009789,-55,13,-6,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-15,-9
27751425264,-55,13,-6,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-15,-9
27779741920,-55,13,0,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-15,-9
27992214977,-55,13,0,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-15,-8
28250463229,-55,13,0,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-6,-8
28467177333,-55,13,0,-61,0,16,-75,7,0,7,4,0,-38,-124,-25,21,14,10,-6,-8
29090085372,-55,13,0,-61,0,16,-75,7,0,7,4,0,-36,-124,-25,21,14,10,-6,-8
29405557806,-52,13,0,-61,0,16,-75,7,0,7,4,0,-36,-124,-25,21,14,10,-6,-8
29681423310,-52,13,0,-53,0,16,-75,7,0,7,4,0,-36,-124,-25,21,14,10,-6,-8
30059895098,-52,13,0,-53,0,16,-78,7,0,7,4,0,-36,-124,-25,21,14,10,-6,-8
30253340688,-52,13,0,-53,0,16,-78,7,0,7,4,0,-36,-125,-25,21,14,10,-6,-8
30695700549,-52,13,0,-53,0,16,-78,7,0,7,4,0,-36,-125,-25,19,14,10,-6,-8
31723444361,-52,15,0,-53,0,16,-78,7,0,7,4,0,-36,-125,-25,19,14,10,-6,-8
31925650512,-52,15,0,-53,0,15,-78,7,0,7,4,0,-36,-125,-25,19,14,10,-6,-8
31945965280,-52,15,0,-53,0,15,-78,7,0,7,4,0,-36,-125,-25,19,17,10,-6,-8
31982499380,-52,15,0,-53,0,15,-78,7,0,7,4,0,-36,-125,-25,19,17,14,-6,-8
32404448269,-52,15,0,-53,0,15,-78,7,0,7,4,0,-36,-125,-25,19,17,14,-6,-8
32863310479,-52,15,0,-53,0,15,-78,7,0,5,4,0,-36,-125,-25,19,17,14,-6,-8
33029099202,-52,15,0,-53,0,15,-78,7,0,5,-1,0,-36,-125,-25,19,17,14,-6,-8
33394763127,-52,15,0,-53,0,15,-78,7,0,5,4,0,-36,-125,-25,19,17,14,-6,-8
33541652157,-52,15,0,-53,0,15,-78,7,0,5,3,0,-36,-125,-25,19,17,14,-6,-8
33882889195,-52,15,-4,-53,0,15,-78,7,0,5,3,0,-36,-125,-25,19,17,14,-6,-8
34309894517,-52,15,-4,-53,0,15,-78,7,-7,5,3,0,-36,-125,-25,19,17,14,-6,-8
34675597796,-52,15,-4,-53,0,15,-78,7,-7,5,3,0,-36,-125,-25,19,17,14,-6,-10
34802432547,-52,15,-4,-53,0,15,-78,7,-7,5,3,0,-36,-125,-25,19,17,14,-7,-10
35272998255,-52,15,-4,-53,0,15,-78,7,-7,5,3,0,-36,-125,-23,19,17,14,-7,-10
35610402816,-52,15,-4,-53,0,15,-78,7,-7,5,3,0,-35,-125,-23,19,17,14,-7,-10
36085369699,-52,15,-4,-54,0,15,-78,7,-7,5,3,0,-35,-125,-23,19,17,14,-7,-10
36211184381,-50,15,-4,-54,0,15,-78,7,-7,5,3,0,-35,-125,-23,19,17,14,-7,-10
36754240504,-50,15,-4,-54,0,15,-69,7,-7,5,3,0,-35,-125,-23,19,17,14,-7,-10
37002121336,-50,15,-4,-54,0,15,-69,7,-7,5,3,0,-35,-133,-23,19,17,14,-7,-10
37886101932,-50,15,-4,-54,0,15,-69,7,-7,5,3,0,-35,-133,-23,22,17,14,-7,-10
38394576110,-50,15,-4,-54,0,15,-69,7,-7,5,3,0,-35,-133,-23,22,21,14,-7,-10
38651153021,-50,19,-4,-54,0,15,-69,7,-7,5,3,0,-35,-133,-23,22,21,14,-7,-10
39096354722,-50,19,-4,-54,0,17,-69,7,-7,5,3,0,-35,-133,-23,22,21,14,-7,-10
39430779434,-50,19,-4,-54,0,17,-69,7,-7,5,3,0,-35,-133,-23,22,21,21,-7,-10
39986328042,-50,19,-4,-54,0,17,-69,6,-7,5,3,0,-35,-133,-23,22,21,21,-7,-10
40661075377,-50,19,-4,-54,0,17,-69,6,-7,8,3,0,-35,-133,-23,22,21,21,-7,-10
40896994516,-50,19,-4,-54,0,17,-69,6,-7,8,-1,0,-35,-133,-23,22,21,21,-7,-10
41106441715,-50,19,-4,-54,0,17,-69,6,-7,8,5,0,-35,-133,-23,22,21,21,-7,-10
42313331665,-50,19,-4,-54,0,17,-69,6,-7,8,5,0,-35,-133,-23,22,21,21,-7,-10
42657726142,-50,19,-5,-54,0,17,-69,6,-7,8,5,0,-35,-133,-23,22,21,21,-7,-10
44230512168,-50,19,-5,-54,0,17,-69,6,-7,8,5,0,-35,-133,-23,22,21,21,-7,-5
45046663374,-50,19,-5,-54,0,17,-69,6,-8,8,5,0,-35,-133,-23,22,21,21,-7,-5
45290524505,-50,19,-5,-54,0,17,-69,6,-8,8,5,0,-35,-133,-23,22,21,21,-9,-5
45708376464,-50,19,-5,-54,0,17,-69,6,-8,8,5,0,-35,-133,-25,22,21,21,-9,-5
46855461201,-50,19,-5,-54,0,17,-69,6,-8,8,5,0,-40,-133,-25,22,21,21,-9,-5
47221436350,-46,19,-5,-54,0,17,-69,6,-8,8,5,0,-40,-133,-25,22,21,21,-9,-5
47815953008,-46,19,-5,-51,0,17,-69,6,-8,8,5,0,-40,-133,-25,22,21,21,-9,-5
48670510219,-46,19,-5,-51,0,17,-75,6,-8,8,5,0,-40,-133,-25,22,21,21,-9,-5
48792018049,-46,19,-5,-51,0,17,-75,6,-8,8,5,0,-40,-137,-25,22,21,21,-9,-5
